CIF_NO,MONTH,total_income,total_expense,total_debt_payment,count_income,count_expense,count_debt_payment,net_cashflow,total_transactions
10000504,2025-02,65804000,10396028,3485916,6,67,25,51922056,98
10000504,2025-03,125014964,22403721,3644000,11,61,19,98967243,91
10000504,2025-04,111517000,53143957,884000,14,91,6,57489043,111
10000504,2025-05,65761276,13828444,1626000,5,60,11,50306832,76
10000504,2025-06,171600709,66287691,7555000,15,90,21,97758018,126
10000505,2025-01,127219000,57802266,9396710,12,44,30,60020024,87
10000505,2025-02,46650000,11074051,916000,3,42,13,34659949,58
10000505,2025-03,130577000,39046280,4525610,14,88,23,87005110,125
10000505,2025-04,128314000,25406661,9428918,8,75,27,93478421,110
10000505,2025-05,63359000,19643103,10639000,6,34,20,33076897,62
10000505,2025-06,33464819,15003960,4456324,5,87,22,14004535,114
10000506,2025-01,64304244,23732073,8451071,12,76,28,32121100,116
10000506,2025-02,103975000,25051603,5621988,10,63,19,73301409,92
10000506,2025-03,175695000,52046348,7597000,20,83,22,116051652,125
10000506,2025-04,111974000,26864928,14110000,14,64,28,70999072,106
10000506,2025-05,88334000,12794633,2362000,6,83,15,73177367,104
10000506,2025-06,45102000,8777766,2151000,5,57,18,34173234,80
10000507,2025-01,86620000,6833373,3027000,9,39,17,76759627,65
10000507,2025-02,66468100,17592354,4233000,6,53,16,44642746,75
10000507,2025-03,116549000,41643766,6709788,17,90,21,68195446,128
10000507,2025-04,185783000,23292947,7554365,19,49,13,154935688,81
10000507,2025-05,118286140,47623535,10573000,12,72,22,60089605,106
10000507,2025-06,189890000,7007000,1728434,22,39,21,181154566,82
10000508,2025-01,139564505,75570363,21636562,15,65,21,42357580,101
10000508,2025-02,167250000,39666290,12696000,14,62,21,114887710,97
10000508,2025-03,178326000,13271493,3252922,18,64,20,161801585,102
10000508,2025-04,89419000,33414308,5617000,10,51,13,50387692,76
10000508,2025-05,84171000,17601187,1917000,7,59,24,64652813,90
10000508,2025-06,83942000,17521998,2468000,12,52,15,63952002,79
10000509,2025-01,193805000,45414150,9483646,17,90,26,138907204,133
10000509,2025-02,109847000,39309434,7809591,16,51,15,62727975,82
10000509,2025-03,55364000,8956000,703546,8,51,15,45704454,74
10000509,2025-04,134017396,35434119,4390302,12,68,30,94192975,110
10000509,2025-05,104849000,4540102,264000,13,52,5,100044898,70
10000509,2025-06,62551000,10635176,5188659,10,80,26,46727165,116
10000510,2025-01,50208000,29123689,14816000,8,66,35,6268311,109
10000510,2025-02,96303000,33253693,15338024,13,68,32,47711283,113
10000510,2025-03,128840000,30626488,6114000,11,66,19,92099512,96
10000510,2025-04,40672000,21152417,2946000,4,79,13,16573583,96
10000510,2025-05,86214000,17509000,479000,11,58,9,68226000,78
10000510,2025-06,118390000,37867924,6191784,11,67,17,74330292,95
10000511,2025-01,254147000,97582462,16414000,25,102,24,140150538,151
10000511,2025-02,131810000,37222045,6331000,8,48,11,88256955,67
10000511,2025-03,105130000,66578000,5515000,11,80,19,33037000,110
10000511,2025-04,172132000,38686899,6965743,16,77,14,126479358,107
10000511,2025-05,118061000,29254290,12385405,9,36,13,76421305,58
10000511,2025-06,143766000,17006350,2766000,8,77,23,123993650,108
10000512,2025-01,129532000,60160813,11712000,14,101,29,57659187,145
10000512,2025-02,227804000,73784698,9643352,19,93,29,144375950,141
10000512,2025-03,126183000,35931459,13780057,17,61,19,76471484,97
10000512,2025-04,54120000,30255406,9727612,4,45,24,14136982,73
10000512,2025-05,145318138,30331974,2299000,15,61,15,112687164,91
10000512,2025-06,94690000,23131398,2528000,8,55,7,69030602,70
10000513,2025-01,94756000,29896144,17542000,13,62,25,47317856,100
10000513,2025-02,52220000,19666111,4539175,5,69,17,28014714,91
10000513,2025-03,143365629,49776857,7226000,17,82,16,86362772,116
10000513,2025-04,171260000,59821000,14870000,13,84,24,96569000,121
10000513,2025-05,74784000,15915148,774000,7,54,8,58094852,69
10000513,2025-06,175565000,78795366,9812000,15,77,16,86957634,108
10000514,2025-01,15124000,23261817,2495000,3,77,31,-10632817,111
10000514,2025-02,121842000,22849206,1171000,10,68,9,97821794,87
10000514,2025-03,242209000,67043574,9728771,19,82,19,165436655,120
10000514,2025-04,71995000,34100000,10183973,6,77,30,27711027,113
10000514,2025-05,177085000,65640932,2757009,13,60,7,108687059,80
10000514,2025-06,141718000,33218577,4601000,14,66,15,103898423,95
10000515,2025-01,45842405,69884360,4688000,13,106,17,-28729955,136
10000515,2025-02,31537000,19822834,6888784,5,55,24,4825382,84
10000515,2025-03,246026540,114383216,11381000,21,77,13,120262324,111
10000515,2025-04,202602000,44352393,10166000,22,82,26,148083607,130
10000515,2025-05,127084000,107197405,15173000,10,60,18,4713595,88
10000515,2025-06,126501000,22965000,4978000,14,84,23,98558000,121
10000516,2025-01,138577000,24803727,1107000,12,77,19,112666273,109
10000516,2025-02,127972000,35280522,9214000,13,71,20,83477478,104
10000516,2025-03,236112000,75807738,11184000,16,86,25,149120262,127
10000516,2025-04,83211000,27537823,3195000,11,96,21,52478177,128
10000516,2025-05,154475947,50590131,4477000,16,89,11,99408816,116
10000516,2025-06,48190000,8708150,224947,8,65,11,39256903,85
10000517,2025-01,89279000,15844000,6774450,7,57,23,66660550,88
10000517,2025-02,145781000,37006112,5307516,12,60,12,103467372,87
10000517,2025-03,102701000,23541443,7890000,8,47,14,71269557,69
10000517,2025-04,137988000,11485000,2651000,17,40,15,123852000,72
10000517,2025-05,86601000,19228750,5128000,7,67,15,62244250,90
10000517,2025-06,96028000,17462011,6379876,12,68,22,72186113,102
10000518,2025-01,132496082,32415720,3109000,23,82,23,96971362,128
10000518,2025-02,87311000,13552000,8012842,9,61,34,65746158,104
10000518,2025-03,75434000,34178023,8946000,9,70,25,32309977,104
10000518,2025-04,139408000,91488805,13764000,14,72,20,34155195,106
10000518,2025-05,46796000,30557000,4777000,8,53,20,11462000,81
10000518,2025-06,149107000,42539103,501000,13,70,6,106066897,89
10000519,2025-01,104356477,69833000,7684242,20,52,12,26839235,84
10000519,2025-02,86173587,31914000,2321838,9,62,11,51937749,82
10000519,2025-03,74605000,32559000,4194000,7,75,13,37852000,95
10000519,2025-04,213155461,19757367,1927000,21,57,14,191471094,92
10000519,2025-05,104348000,23202954,3939000,14,69,20,77206046,103
10000519,2025-06,66251000,24001767,12055000,10,59,27,30194233,96
10000520,2025-01,141959000,44796000,11918734,11,76,26,85244266,113
10000520,2025-02,139483473,39741345,3514092,12,67,14,96228036,93
10000520,2025-03,31031000,24359958,5691051,3,85,26,979991,114
10000520,2025-04,61765000,12065801,2047122,9,46,19,47652077,74
10000520,2025-05,152938000,25653198,4581000,12,67,23,122703802,102
10000520,2025-06,179249000,21154278,6894000,10,52,25,151200722,87
10000521,2025-01,38454000,45915479,8311000,14,64,19,-15772479,97
10000521,2025-02,90502057,15218776,8586000,8,64,24,66697281,98
10000521,2025-03,124145985,47881784,7011000,14,60,23,69253201,97
10000521,2025-04,41598065,26248542,7194893,4,61,28,8154630,93
10000521,2025-05,118185000,23007638,2333000,11,49,17,92844362,77
10000521,2025-06,103576886,30938978,2694000,6,96,16,69943908,120
10000522,2025-01,111923522,29122844,6916000,16,84,33,75884678,134
10000522,2025-02,62800000,48724724,5808000,8,76,15,8267276,101
10000522,2025-03,220050309,73511037,10811250,18,83,29,135728022,130
10000522,2025-04,169911000,52635764,7096328,16,85,15,110178908,116
10000522,2025-05,62258000,12003000,1471182,8,46,14,48783818,68
10000522,2025-06,168395000,37922949,8513000,19,70,22,121959051,112
10000523,2025-01,178501116,42135000,10658000,19,61,24,125708116,107
10000523,2025-02,181119050,86211538,16457000,17,95,23,78450512,135
10000523,2025-03,150220000,17170089,3763212,14,54,21,129286699,89
10000523,2025-04,200997000,70572099,14704865,17,54,16,115720036,87
10000523,2025-05,47609000,30907479,6898000,4,64,12,9803521,80
10000523,2025-06,197984594,53901358,14189477,21,60,20,129893759,101
10000524,2025-01,181570000,44069924,3884000,16,88,15,133616076,119
10000524,2025-02,117254000,67074470,8262955,10,96,16,41916575,122
10000524,2025-03,96714000,19557000,2944627,15,48,12,74212373,75
10000524,2025-04,108266000,44750376,2874000,9,102,13,60641624,124
10000524,2025-05,90797000,19057756,7744000,9,69,35,63995244,113
10000524,2025-06,95973784,10297137,1527000,10,98,21,84149647,129
10000525,2025-01,261133690,84015722,2107000,20,91,15,175010968,126
10000525,2025-02,182969258,19164262,533000,24,51,3,163271996,78
10000525,2025-03,318749000,44661917,26758482,27,56,28,247328601,111
10000525,2025-04,43566000,32114000,3048502,4,75,22,8403498,102
10000525,2025-05,62202550,7174509,619041,10,45,17,54409000,72
10000525,2025-06,91692000,4378000,924000,7,51,12,86390000,70
10000526,2025-01,214613000,89948460,5970906,17,71,16,118693634,104
10000526,2025-02,326772000,70475340,20538000,20,52,10,235758660,82
10000526,2025-03,125880368,84776037,13394000,14,95,22,27710331,131
10000526,2025-04,81158000,34349000,3388931,9,71,18,43420069,98
10000526,2025-05,63321000,8596740,1609000,8,62,11,53115260,81
10000526,2025-06,258346905,51365000,3393284,15,56,7,203588621,78
10000527,2025-01,89729000,16806947,4521642,11,72,26,68400411,109
10000527,2025-02,105710000,36648629,7907088,11,90,27,61154283,128
10000527,2025-03,171514182,37670842,2425000,15,75,13,131418340,103
10000527,2025-04,25972000,12971833,3039918,6,79,28,9960249,115
10000527,2025-05,149127000,31067000,6314000,12,47,15,111746000,74
10000527,2025-06,61976000,15110735,2300000,5,95,30,44565265,131
10000528,2025-01,124438000,39072554,3283000,14,64,16,82082446,94
10000528,2025-02,200959035,28542468,7794879,15,75,24,164621688,114
10000528,2025-03,277933152,57446762,11715000,21,58,14,208771390,93
10000528,2025-04,28134000,8026750,379000,4,44,12,19728250,60
10000528,2025-05,58431000,21421043,2379000,7,79,34,34630957,120
10000528,2025-06,170910217,44645595,6758000,14,68,15,119506622,97
10000529,2025-01,218604000,88037000,11817000,17,95,20,118750000,132
10000529,2025-02,172588000,62998386,2573000,14,82,14,107016614,110
10000529,2025-03,216298000,59681486,14331363,16,82,27,142285151,125
10000529,2025-04,90091000,64804444,3045000,8,86,14,22241556,108
10000529,2025-05,234037000,45931925,7588000,19,50,19,180517075,88
10000529,2025-06,101727000,57445762,7675163,11,72,25,36606075,108
10000530,2025-01,144670000,63612143,19668000,14,107,32,61389857,153
10000530,2025-02,209651000,42263057,7422000,16,54,14,159965943,84
10000530,2025-03,55953000,10270250,4586855,6,76,22,41095895,104
10000530,2025-04,221476935,29108630,8585000,24,61,24,183783305,109
10000530,2025-05,244226742,48024708,5765387,17,51,11,190436647,79
10000530,2025-06,139103698,36170225,8721000,13,91,27,94212473,131
10000531,2025-01,175421677,57932924,8608579,17,106,29,108880174,152
10000531,2025-02,161635000,23269096,3501000,15,53,13,134864904,81
10000531,2025-03,79933000,18516436,1545000,8,82,10,59871564,100
10000531,2025-04,6254000,7572817,3353000,2,50,18,-4671817,70
10000531,2025-05,117300000,71998253,17320835,9,59,20,27980912,88
10000531,2025-06,189395089,7224307,1565000,18,56,10,180605782,84
10000532,2025-01,35977000,36420000,3423000,6,75,10,-3866000,92
10000532,2025-02,129379386,10683065,3904000,13,46,20,114792321,79
10000532,2025-03,249733000,59453140,3533000,21,63,7,186746860,91
10000532,2025-04,74514000,58253000,10687000,8,66,22,5574000,96
10000532,2025-05,156183909,57384621,13937000,11,78,32,84862288,121
10000532,2025-06,59496000,15063000,3157408,10,65,27,41275592,102
10000533,2025-01,96424000,32270909,7896000,8,95,30,56257091,135
10000533,2025-02,65528000,12959875,8003442,5,29,24,44564683,58
10000533,2025-03,126191000,61322493,10043000,11,85,18,54825507,114
10000533,2025-04,216862000,101122000,23346000,17,85,32,92394000,134
10000533,2025-05,140455000,32415498,7272486,11,71,17,100767016,99
10000533,2025-06,144591000,61484133,5844000,11,84,17,77262867,112
10000534,2025-01,117660000,64817384,21050300,15,80,29,31792316,124
10000534,2025-02,13647000,14961639,2017000,5,75,11,-3331639,91
10000534,2025-03,258672000,44525436,9644746,20,74,36,204501818,131
10000534,2025-04,85347000,52283000,4033000,7,74,19,29031000,102
10000534,2025-05,201167000,29793808,2386000,17,62,15,168987192,94
10000534,2025-06,214572000,39763137,10261000,19,91,34,164547863,144
10000535,2025-01,180885064,49654503,19871000,16,55,31,111359561,102
10000535,2025-02,76258024,15115244,13081000,10,62,14,48061780,86
10000535,2025-03,67976000,11214392,2452000,7,50,19,54309608,76
10000535,2025-04,157098163,45290000,3357000,19,73,22,108451163,114
10000535,2025-05,81406000,22270179,4287309,8,67,10,54848512,85
10000535,2025-06,177320000,81372504,9705000,18,60,19,86242496,97
10000536,2025-01,174033000,30870314,6676000,20,76,17,136486686,113
10000536,2025-02,42737000,6192000,598000,10,74,14,35947000,98
10000536,2025-03,96586000,66140850,14518000,10,52,13,15927150,75
10000536,2025-04,30309000,22976368,1647000,4,79,10,5685632,93
10000536,2025-05,42842000,11939461,5530000,4,74,34,25372539,112
10000536,2025-06,97425000,29597488,4758000,15,108,35,63069512,158
10000537,2025-01,303069481,35299571,14120502,22,56,19,253649408,97
10000537,2025-02,61100000,3679910,1135000,4,40,13,56285090,57
10000537,2025-03,279043000,62597902,10313000,23,99,24,206132098,146
10000537,2025-04,111827959,53434409,7345545,10,86,23,51048005,119
10000537,2025-05,41335000,8771000,1674000,6,52,22,30890000,80
10000537,2025-06,165562000,32982664,2921000,13,81,12,129658336,106
10000538,2025-01,92210000,17953000,4069000,7,93,29,70188000,129
10000538,2025-02,92205000,18614740,2082000,12,50,10,71508260,72
10000538,2025-03,111499541,8525017,602000,12,60,8,102372524,80
10000538,2025-04,131696000,18043552,4508000,14,66,19,109144448,99
10000538,2025-05,80317000,29532000,4201000,6,41,25,46584000,72
10000538,2025-06,142966102,5035682,1321000,15,60,15,136609420,90
10000539,2025-01,203099000,29496000,4026000,17,57,16,169577000,90
10000539,2025-02,119561000,34014412,1060168,11,57,9,84486420,77
10000539,2025-03,182730000,16755482,623000,12,52,5,165351518,69
10000539,2025-04,43967359,3579000,382000,6,49,12,40006359,69
10000539,2025-05,76367000,36080878,1379000,7,61,17,38907122,85
10000539,2025-06,41959000,14471067,4071260,5,54,15,23416673,74
10000540,2025-01,60135000,4230000,1360000,6,79,31,54545000,116
10000540,2025-02,21672000,37298354,5562066,3,69,11,-21188420,83
10000540,2025-03,205825645,53919313,8478255,20,38,14,143428077,72
10000540,2025-04,140148000,31796518,7098000,16,43,22,101253482,83
10000540,2025-05,61070000,12519657,184000,7,79,11,48366343,97
10000540,2025-06,99522000,34355767,8871508,13,88,26,56294725,130
10000541,2025-01,67584000,36867904,4302059,8,60,13,26414037,81
10000541,2025-02,184691000,43088992,6326000,19,99,20,135276008,138
10000541,2025-03,200922238,30732972,3893992,20,74,18,166295274,112
10000541,2025-04,49645000,35512622,9666553,8,63,28,4465825,99
10000541,2025-05,103212000,45741061,6292130,14,48,18,51178809,82
10000541,2025-06,118734000,32774000,4926778,13,81,33,81033222,127
10000542,2025-01,261765000,102418997,38454359,17,87,34,120891644,138
10000542,2025-02,159503000,80888059,11358000,10,53,14,67256941,77
10000542,2025-03,215702000,15196162,3564000,14,55,11,196941838,80
10000542,2025-04,164998020,41191001,7060000,17,90,17,116747019,124
10000542,2025-05,68106000,31976410,6610000,10,82,25,29519590,117
10000542,2025-06,139900000,39704758,7831000,21,62,19,92364242,102
10000543,2025-01,251626000,42142008,8147000,27,92,26,201336992,145
10000543,2025-02,109679000,17677980,6555004,11,55,28,85446016,94
10000543,2025-03,104704000,27082000,16089038,12,59,17,61532962,88
10000543,2025-04,86708354,19317839,6151000,14,82,28,61239515,125
10000543,2025-05,91893000,48226437,531828,8,43,4,43134735,55
10000543,2025-06,94481000,28756000,7242000,8,74,28,58483000,110
10000544,2025-01,90930000,11937048,1834000,14,73,13,77158952,103
10000544,2025-02,135521000,49862000,8428000,13,34,10,77231000,57
10000544,2025-03,147688000,54451257,11961124,18,63,21,81275619,102
10000544,2025-04,76338000,4382714,819000,11,50,15,71136286,76
10000544,2025-05,132774000,55939000,6957268,12,84,12,69877732,108
10000544,2025-06,175285000,61443426,7159000,16,75,13,106682574,104
10000545,2025-01,93812000,36778110,11607682,14,63,24,45426208,101
10000545,2025-02,148713000,50071909,7130000,18,87,15,91511091,120
10000545,2025-03,67297000,43669000,8001027,10,83,27,15626973,120
10000545,2025-04,60495000,33847901,2185379,6,51,7,24461720,64
10000545,2025-05,39956555,22288618,4418000,8,79,17,13249937,104
10000545,2025-06,267210533,68545808,10464916,26,63,29,188199809,118
10000546,2025-01,178913000,78274443,9433403,16,88,19,91205154,123
10000546,2025-02,18810000,31214792,8331000,3,81,17,-20735792,101
10000546,2025-03,98330000,43092905,2032000,10,90,13,53205095,113
10000546,2025-04,42809083,24080614,5042075,4,91,18,13686394,113
10000546,2025-05,185140000,10988226,3763000,16,67,21,170388774,104
10000546,2025-06,62391000,40897868,8509000,10,91,24,12984132,125
10000547,2025-01,186416624,98623530,15792000,17,97,28,72001094,142
10000547,2025-02,121773000,64396238,6807000,12,76,13,50569762,101
10000547,2025-03,201078444,46815000,10998000,23,66,23,143265444,112
10000547,2025-04,184967616,23420043,5354000,16,48,10,156193573,75
10000547,2025-05,32545000,5298383,842000,5,46,10,26404617,61
10000547,2025-06,12977000,31008441,3266000,4,84,27,-21297441,115
10000548,2025-01,100359162,25573025,3966000,11,87,28,70820137,127
10000548,2025-02,139583489,31843000,8202000,11,81,30,99538489,122
10000548,2025-03,169648644,34310465,6011000,15,84,26,129327179,125
10000548,2025-04,184653000,30789238,7016973,14,58,27,146846789,99
10000548,2025-05,59290000,16618782,3759000,4,63,20,38912218,87
10000548,2025-06,63723000,30294090,5557936,7,95,19,27870974,124
10000549,2025-01,68527000,38498032,4165000,4,101,18,25863968,123
